result,win_before_team1,win_before_team2,draw_before_team1,draw_before_team2,history_team1_lose_team2,history_team1_win_team2,history_team1_draw_team2,is_opponent_big6,venue_Home,venue_Away
L,0.8,0.8,0.2,0.2,0.4545454545454545,0.2121212121212121,0.3333333333333333,1,0,1
W,0.6,0.4,0.2,0.4,0.1724137931034483,0.6896551724137931,0.1379310344827586,0,1,0
W,0.6,0.2,0.2,0.6,0.1739130434782608,0.6956521739130435,0.1304347826086956,0,1,0
D,0.6,0.0,0.2,0.4,0.1428571428571428,0.5714285714285714,0.2857142857142857,0,0,1
W,0.6,0.4,0.2,0.4,0.3636363636363636,0.4545454545454545,0.1818181818181818,0,1,0
W,0.6,0.4,0.2,0.0,0.5151515151515151,0.2424242424242424,0.2424242424242424,1,0,1
W,0.8,0.4,0.2,0.0,0.6060606060606061,0.2727272727272727,0.1212121212121212,1,1,0
W,0.8,0.0,0.2,0.8,0.1578947368421052,0.5263157894736842,0.3157894736842105,0,0,1
W,0.8,0.6,0.2,0.0,0.4242424242424242,0.3333333333333333,0.2424242424242424,0,0,1
L,1.0,0.8,0.0,0.0,0.3939393939393939,0.3939393939393939,0.2121212121212121,1,1,0
W,0.8,1.0,0.0,0.0,0.5151515151515151,0.3333333333333333,0.1515151515151515,1,0,1
W,0.8,0.2,0.0,0.6,0.0769230769230769,0.7692307692307693,0.1538461538461538,0,1,0
W,0.8,0.2,0.0,0.4,0.2222222222222222,0.5925925925925926,0.1851851851851851,0,0,1
D,0.8,0.2,0.0,0.2,0.0,1.0,0.0,0,1,0
W,0.6,0.2,0.2,0.6,0.0,1.0,0.0,0,1,0
W,0.8,0.4,0.2,0.4,0.3157894736842105,0.5263157894736842,0.1578947368421052,0,0,1
W,0.0,0.0,0.0,0.0,0.5,0.2647058823529412,0.2352941176470588,1,0,1
W,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0,1,0
D,1.0,0.0,0.0,0.5,0.25,0.625,0.125,0,0,1
W,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.7,0.1333333333333333,0,1,0
W,0.75,0.25,0.25,0.25,0.1666666666666666,0.4583333333333333,0.375,0,1,0
W,0.8,0.0,0.2,0.4,0.5,0.5,0.0,0,0,1
W,0.8,0.2,0.2,0.4,0.0,1.0,0.0,0,1,0
D,0.8,0.8,0.2,0.2,0.4705882352941176,0.2058823529411764,0.3235294117647059,1,0,1
W,0.8,0.4,0.2,0.2,0.125,0.5,0.375,0,1,0
W,0.8,0.8,0.2,0.0,0.5,0.3529411764705882,0.1470588235294117,1,0,1
W,0.8,0.0,0.2,0.4,0.3,0.55,0.15,0,1,0
W,0.8,0.6,0.2,0.2,0.4117647058823529,0.3823529411764705,0.2058823529411764,1,1,0
W,0.8,0.2,0.2,0.4,0.2142857142857142,0.6071428571428571,0.1785714285714285,0,0,1
W,1.0,0.2,0.0,0.2,0.0,1.0,0.0,0,1,0
W,1.0,0.2,0.0,0.2,0.0,0.75,0.25,0,0,1
L,1.0,0.4,0.0,0.2,0.5882352941176471,0.2941176470588235,0.1176470588235294,1,0,1
W,0.8,0.2,0.0,0.6,0.4117647058823529,0.3529411764705882,0.2352941176470588,0,1,0
L,0.8,0.4,0.0,0.2,0.0833333333333333,0.8333333333333334,0.0833333333333333,0,1,0
L,0.6,0.4,0.0,0.2,0.3333333333333333,0.5,0.1666666666666666,0,0,1
W,0.4,0.4,0.0,0.0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0,0,1
W,0.4,1.0,0.0,0.0,0.4571428571428571,0.2,0.3428571428571428,1,1,0
W,0.6,0.4,0.0,0.2,0.2222222222222222,0.5555555555555556,0.2222222222222222,0,1,0
W,0.6,0.0,0.0,0.2,0.0,0.6666666666666666,0.3333333333333333,0,0,1
L,0.8,0.2,0.0,0.2,0.1612903225806451,0.7096774193548387,0.1290322580645161,0,0,1
W,0.8,0.6,0.0,0.0,0.4857142857142857,0.2857142857142857,0.2285714285714285,1,1,0
W,0.8,0.4,0.0,0.0,0.4,0.3714285714285714,0.2285714285714285,0,0,1
W,0.8,0.4,0.0,0.2,0.6,0.2857142857142857,0.1142857142857142,1,1,0
W,0.8,0.2,0.0,0.4,0.2068965517241379,0.6206896551724138,0.1724137931034483,0,1,0
W,0.8,0.2,0.0,0.2,0.0,1.0,0.0,0,0,1
W,1.0,0.6,0.0,0.2,0.0,0.7777777777777778,0.2222222222222222,0,1,0
W,1.0,0.0,0.0,0.0,0.16,0.48,0.36,0,0,1
W,1.0,0.2,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,1,0
W,1.0,0.6,0.0,0.0,0.1538461538461538,0.7692307692307693,0.0769230769230769,0,0,1
W,1.0,0.4,0.0,0.2,0.4857142857142857,0.3714285714285714,0.1428571428571428,1,1,0
W,1.0,0.4,0.0,0.0,0.4,0.4,0.2,1,0,1
W,1.0,0.6,0.0,0.2,0.1111111111111111,0.5555555555555556,0.3333333333333333,0,0,1
W,1.0,0.6,0.0,0.2,0.3846153846153846,0.4615384615384615,0.1538461538461538,0,1,0
W,1.0,0.0,0.0,0.6,0.0,1.0,0.0,0,0,1
W,0.0,0.0,0.0,0.0,0.2,0.6333333333333333,0.1666666666666666,0,0,1
D,1.0,1.0,0.0,0.0,0.4722222222222222,0.3888888888888889,0.1388888888888889,1,1,0
W,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0,0,1
W,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0,1,0
L,0.75,0.25,0.25,0.0,0.1,0.6,0.3,0,0,1
W,0.6,0.0,0.2,0.4,0.0,0.8,0.2,0,1,0
W,0.6,0.4,0.2,0.0,0.3888888888888889,0.3888888888888889,0.2222222222222222,0,0,1
L,0.8,0.2,0.0,0.4,0.2,0.6,0.2,0,1,0
W,0.6,0.6,0.0,0.2,0.1428571428571428,0.7857142857142857,0.0714285714285714,0,0,1
W,0.6,0.4,0.0,0.4,0.2,0.6333333333333333,0.1666666666666666,0,1,0
W,0.8,0.0,0.0,0.2,0.2727272727272727,0.5909090909090909,0.1363636363636363,0,1,0
L,0.8,0.8,0.0,0.2,0.4444444444444444,0.2222222222222222,0.3333333333333333,1,0,1
W,0.6,1.0,0.0,0.0,0.5833333333333334,0.3055555555555556,0.1111111111111111,1,1,0
D,0.8,0.4,0.0,0.2,0.1875,0.6875,0.125,0,0,1
W,0.6,0.4,0.2,0.0,0.1,0.6,0.3,0,0,1
L,0.6,0.4,0.2,0.4,0.3888888888888889,0.4166666666666667,0.1944444444444444,1,1,0
W,0.4,0.2,0.2,0.4,0.4722222222222222,0.3055555555555556,0.2222222222222222,1,0,1
W,0.6,0.8,0.2,0.2,0.3571428571428571,0.5,0.1428571428571428,0,1,0
L,0.6,0.4,0.2,0.4,0.2727272727272727,0.5454545454545454,0.1818181818181818,0,0,1
W,0.6,0.6,0.0,0.2,0.0,0.5,0.5,0,1,0
W,0.6,0.6,0.0,0.4,0.3783783783783784,0.4054054054054054,0.2162162162162162,0,1,0
W,0.8,0.4,0.0,0.0,0.1935483870967742,0.6451612903225806,0.1612903225806451,0,0,1
D,0.8,0.2,0.0,0.6,0.1333333333333333,0.8,0.0666666666666666,0,1,0
W,0.6,0.2,0.2,0.4,0.0,0.6666666666666666,0.3333333333333333,0,0,1
L,0.8,0.2,0.2,0.4,0.4594594594594595,0.3783783783783784,0.1621621621621621,1,0,1
W,0.6,0.0,0.2,0.4,0.1935483870967742,0.6451612903225806,0.1612903225806451,0,1,0
W,0.6,0.2,0.2,0.4,0.3333333333333333,0.5333333333333333,0.1333333333333333,0,0,1
L,0.6,0.4,0.2,0.4,0.4054054054054054,0.4054054054054054,0.1891891891891892,1,0,1
W,0.6,0.6,0.0,0.4,0.4594594594594595,0.3243243243243243,0.2162162162162162,1,1,0
W,0.6,0.4,0.0,0.6,0.0909090909090909,0.6363636363636364,0.2727272727272727,0,1,0
L,0.8,0.6,0.0,0.2,0.5675675675675675,0.3243243243243243,0.1081081081081081,1,0,1
W,0.6,0.6,0.0,0.2,0.4594594594594595,0.2162162162162162,0.3243243243243243,1,1,0
L,0.6,0.4,0.0,0.0,0.2608695652173913,0.6086956521739131,0.1304347826086956,0,0,1
W,0.6,0.6,0.0,0.4,0.1818181818181818,0.6666666666666666,0.1515151515151515,0,1,0
W,0.6,0.4,0.0,0.2,0.0,1.0,0.0,0,0,1
W,0.6,0.2,0.0,0.2,0.0,1.0,0.0,0,1,0
W,0.8,0.4,0.0,0.0,0.0,0.8181818181818182,0.1818181818181818,0,0,1
W,0.8,0.0,0.0,0.0,0.1818181818181818,0.5454545454545454,0.2727272727272727,0,1,0
W,0.0,1.0,0.0,0.0,0.3333333333333333,0.5,0.1666666666666666,0,0,1
L,1.0,1.0,0.0,0.0,0.3125,0.5625,0.125,0,1,0
D,0.5,0.6666666666666666,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0,0,1
W,0.3333333333333333,0.75,0.3333333333333333,0.0,0.4473684210526316,0.3421052631578947,0.2105263157894736,1,1,0
D,0.5,0.4,0.25,0.2,0.1875,0.65625,0.15625,0,0,1
W,0.4,0.0,0.4,0.2,0.0,0.75,0.25,0,0,1
D,0.4,0.6,0.4,0.2,0.4473684210526316,0.2368421052631578,0.3157894736842105,1,1,0
L,0.4,0.8,0.6,0.2,0.4736842105263157,0.3684210526315789,0.1578947368421052,1,0,1
W,0.4,0.2,0.4,0.4,0.0833333333333333,0.6666666666666666,0.25,0,1,0
W,0.4,0.4,0.4,0.0,0.1538461538461538,0.5,0.3461538461538461,0,1,0
D,0.6,0.8,0.2,0.0,0.4210526315789473,0.3947368421052631,0.1842105263157894,1,0,1
D,0.4,0.2,0.4,0.0,0.1666666666666666,0.7083333333333334,0.125,0,1,0
W,0.4,0.4,0.4,0.4,0.2916666666666667,0.5833333333333334,0.125,0,0,1
W,0.6,0.4,0.4,0.2,0.1764705882352941,0.6764705882352942,0.1470588235294117,0,1,0
W,0.6,0.2,0.4,0.2,0.5789473684210527,0.3157894736842105,0.1052631578947368,1,0,1
W,0.6,0.0,0.4,0.8,0.0,1.0,0.0,0,1,0
W,0.8,0.2,0.2,0.4,0.125,0.75,0.125,0,1,0
W,1.0,0.4,0.0,0.4,0.1875,0.65625,0.15625,0,1,0
W,1.0,0.2,0.0,0.2,0.16,0.68,0.16,0,0,1
W,1.0,0.4,0.0,0.0,0.0,0.8,0.2,0,1,0
W,1.0,0.4,0.0,0.0,0.0769230769230769,0.6923076923076923,0.2307692307692307,0,0,1
W,1.0,0.4,0.0,0.2,0.4358974358974359,0.2307692307692307,0.3333333333333333,1,0,1
W,1.0,0.4,0.0,0.0,0.4871794871794871,0.358974358974359,0.1538461538461538,1,1,0
W,1.0,0.2,0.0,0.4,0.3684210526315789,0.4210526315789473,0.2105263157894736,0,0,1
W,1.0,0.4,0.0,0.2,0.4358974358974359,0.358974358974359,0.2051282051282051,1,0,1
W,1.0,0.6,0.0,0.2,0.1818181818181818,0.6363636363636364,0.1818181818181818,0,1,0
W,1.0,0.6,0.0,0.4,0.3076923076923077,0.5384615384615384,0.1538461538461538,0,1,0
L,1.0,0.2,0.0,0.8,0.4102564102564102,0.3846153846153846,0.2051282051282051,1,1,0
W,0.8,0.2,0.0,0.2,0.28,0.6,0.12,0,1,0
W,0.8,0.4,0.0,0.4,0.1481481481481481,0.5185185185185185,0.3333333333333333,0,0,1
W,0.8,0.6,0.0,0.2,0.3529411764705882,0.5294117647058824,0.1176470588235294,0,0,1
L,0.8,0.4,0.0,0.2,0.4285714285714285,0.2857142857142857,0.2857142857142857,0,1,0
W,0.6,0.2,0.0,0.4,0.1818181818181818,0.6666666666666666,0.1515151515151515,0,0,1
W,0.8,0.2,0.0,0.2,0.1176470588235294,0.7647058823529411,0.1176470588235294,0,0,1
L,0.8,0.6,0.0,0.2,0.5641025641025641,0.3333333333333333,0.1025641025641025,1,1,0
W,0.6,0.6,0.0,0.2,0.1714285714285714,0.6857142857142857,0.1428571428571428,0,0,1
L,0.6,0.2,0.0,0.4,0.0,1.0,0.0,0,0,1
W,0.6,0.4,0.0,0.2,0.358974358974359,0.4358974358974359,0.2051282051282051,0,1,0
L,0.0,0.0,0.0,0.0,0.475,0.375,0.15,1,0,1
W,0.0,0.0,0.0,0.0,0.1666666666666666,0.5833333333333334,0.25,0,1,0
W,0.5,0.0,0.0,0.0,0.425,0.375,0.2,1,1,0
W,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.5555555555555556,0.1111111111111111,0,0,1
D,0.75,0.0,0.0,0.75,0.2692307692307692,0.6153846153846154,0.1153846153846153,0,1,0
W,0.6,0.8,0.2,0.2,0.575,0.325,0.1,1,0,1
D,0.8,0.6,0.2,0.4,0.425,0.25,0.325,1,0,1
W,0.6,0.0,0.4,0.6,0.0714285714285714,0.7142857142857143,0.2142857142857142,0,1,0
W,0.6,0.4,0.4,0.6,0.125,0.875,0.0,0,0,1
L,0.6,0.0,0.4,0.8,0.1111111111111111,0.7777777777777778,0.1111111111111111,0,1,0
W,0.6,0.2,0.2,0.2,0.425,0.375,0.2,1,0,1
W,0.6,0.0,0.2,0.4,0.35,0.45,0.2,0,1,0
W,0.8,0.8,0.0,0.0,0.1764705882352941,0.6470588235294118,0.1764705882352941,0,1,0
W,0.8,0.4,0.0,0.0,0.1764705882352941,0.6764705882352942,0.1470588235294117,0,0,1
W,0.8,0.2,0.0,0.0,0.0,0.8333333333333334,0.1666666666666666,0,0,1
W,1.0,0.2,0.0,0.4,0.2857142857142857,0.5714285714285714,0.1428571428571428,0,1,0
W,1.0,0.2,0.0,0.4,0.5,0.25,0.25,0,1,0
W,1.0,0.2,0.0,0.2,0.1666666666666666,0.6944444444444444,0.1388888888888889,0,0,1
W,1.0,0.4,0.0,0.2,0.3157894736842105,0.5789473684210527,0.1052631578947368,0,1,0
W,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0,0,1
W,1.0,0.8,0.0,0.0,0.4146341463414634,0.3902439024390244,0.1951219512195122,1,0,1
W,1.0,0.2,0.0,0.8,0.5609756097560976,0.3414634146341463,0.0975609756097561,1,1,0
D,1.0,0.4,0.0,0.4,0.2592592592592592,0.5925925925925926,0.1481481481481481,0,0,1
W,0.8,0.2,0.2,0.0,0.0,1.0,0.0,0,1,0
W,0.8,0.4,0.2,0.2,0.1538461538461538,0.6153846153846154,0.2307692307692307,0,0,1
L,0.8,0.4,0.2,0.0,0.4878048780487805,0.3658536585365853,0.1463414634146341,1,1,0
W,0.6,0.2,0.2,0.0,0.3414634146341463,0.4634146341463415,0.1951219512195122,0,0,1
W,0.6,0.4,0.2,0.6,0.4146341463414634,0.3902439024390244,0.1951219512195122,1,1,0
D,0.8,0.4,0.0,0.4,0.1578947368421052,0.7368421052631579,0.1052631578947368,0,0,1
W,0.6,0.2,0.2,0.2,0.0666666666666666,0.7333333333333333,0.2,0,0,1
D,0.6,1.0,0.2,0.0,0.4146341463414634,0.2439024390243902,0.3414634146341463,1,1,0
W,0.6,0.4,0.4,0.2,0.1111111111111111,0.8888888888888888,0.0,0,1,0
W,0.6,0.2,0.4,0.0,0.0,0.8461538461538461,0.1538461538461538,0,1,0
W,0.6,0.6,0.4,0.4,0.4444444444444444,0.3333333333333333,0.2222222222222222,0,0,1
W,0.8,0.8,0.2,0.0,0.1621621621621621,0.7027027027027027,0.1351351351351351,0,1,0
W,0.8,0.2,0.2,0.2,0.2666666666666666,0.6,0.1333333333333333,0,0,1
D,1.0,0.2,0.0,0.2,0.1714285714285714,0.6571428571428571,0.1714285714285714,0,0,1
W,0.8,0.4,0.2,0.4,0.1714285714285714,0.6857142857142857,0.1428571428571428,0,1,0
W,0.0,0.0,0.0,0.0,0.1666666666666666,0.6388888888888888,0.1944444444444444,0,0,1
W,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0
D,1.0,0.5,0.0,0.5,0.1578947368421052,0.7105263157894737,0.131578947368421,0,0,1
W,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.15,0.7,0.15,0,1,0
W,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0,1,0
D,0.8,0.2,0.2,0.0,0.1666666666666666,0.6944444444444444,0.1388888888888889,0,0,1
W,0.6,0.2,0.4,0.6,0.25,0.625,0.125,0,0,1
W,0.6,0.8,0.4,0.0,0.4047619047619047,0.4047619047619047,0.1904761904761904,1,1,0
W,0.8,0.2,0.2,0.0,0.25,0.5714285714285714,0.1785714285714285,0,1,0
L,0.8,0.4,0.2,0.4,0.4047619047619047,0.238095238095238,0.3571428571428571,1,0,1
W,0.6,0.2,0.2,0.4,0.1,0.9,0.0,0,1,0
W,0.8,0.6,0.0,0.2,0.3,0.6,0.1,0,0,1
W,0.8,0.4,0.0,0.4,0.1428571428571428,0.5357142857142857,0.3214285714285714,0,1,0
L,0.8,0.2,0.0,0.6,0.0,1.0,0.0,0,1,0
W,0.6,0.4,0.0,0.0,0.4,0.4,0.2,0,0,1
D,0.8,0.2,0.0,0.2,0.3333333333333333,0.4761904761904761,0.1904761904761904,0,1,0
W,0.6,0.2,0.2,0.2,0.5476190476190477,0.3571428571428571,0.0952380952380952,1,0,1
L,0.6,0.8,0.2,0.0,0.3953488372093023,0.4186046511627907,0.1860465116279069,1,0,1
W,0.4,0.4,0.2,0.2,0.5,0.3571428571428571,0.1428571428571428,1,1,0
W,0.6,0.4,0.2,0.2,0.2352941176470588,0.6470588235294118,0.1176470588235294,0,1,0
L,0.6,0.4,0.2,0.0,0.4883720930232558,0.3720930232558139,0.1395348837209302,1,0,1
W,0.6,0.6,0.0,0.2,0.1621621621621621,0.6756756756756757,0.1621621621621621,0,1,0
W,0.6,0.4,0.0,0.4,0.4047619047619047,0.4047619047619047,0.1904761904761904,1,0,1
D,0.8,0.6,0.0,0.2,0.0,1.0,0.0,0,0,1
W,0.6,0.2,0.2,0.4,0.0,1.0,0.0,0,0,1
W,0.6,0.2,0.2,0.6,0.1538461538461538,0.6923076923076923,0.1538461538461538,0,1,0
W,0.8,0.0,0.2,0.6,0.1428571428571428,0.7142857142857143,0.1428571428571428,0,0,1
W,0.8,0.6,0.2,0.2,0.4186046511627907,0.2325581395348837,0.3488372093023256,1,1,0
W,0.8,0.2,0.2,0.4,0.2413793103448276,0.5862068965517241,0.1724137931034483,0,0,1
W,1.0,0.0,0.0,0.2,0.2857142857142857,0.6190476190476191,0.0952380952380952,0,1,0
W,1.0,0.4,0.0,0.6,0.3953488372093023,0.4186046511627907,0.1860465116279069,1,1,0
W,1.0,0.4,0.0,0.0,0.1379310344827586,0.5517241379310345,0.3103448275862069,0,0,1
W,1.0,0.4,0.0,0.2,0.1621621621621621,0.6486486486486487,0.1891891891891892,0,1,0
W,1.0,0.0,0.0,0.2,0.3636363636363636,0.4545454545454545,0.1818181818181818,0,1,0
W,1.0,0.2,0.0,0.4,0.3255813953488372,0.4651162790697674,0.2093023255813953,0,0,1
W,1.0,0.2,0.0,0.2,0.5348837209302325,0.3720930232558139,0.0930232558139534,1,1,0
D,1.0,0.6,0.0,0.0,0.0909090909090909,0.9090909090909092,0.0,0,0,1
L,0.8,0.8,0.2,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,1
